stop_id,stop_code,stop_name,stop_lon,stop_lat
490013480E,50864,Litchfield Avenue, 0.004987,51.54234
490014269E,54389,Water Lane  University Of East London, 0.008607,51.54266
490003468E,55966,Atherton Leisure Centre, 0.015189,51.54443
490009563E,51221,Margery Park Road, 0.020631,51.54584
490006917F,58388,Woodgrange Road, 0.024409,51.54646
490007497E,57869,Green Street (E7), 0.031908,51.54710
490008603E,72751,Katherine Road Forest Gate, 0.036582,51.54777
490012131E,77059,Shrewsbury Road Romford, 0.039811,51.54836
490001341H,53168,Woodgrange Park Station, 0.043180,51.54919
490008189E,51424,High Street North Manor Park, 0.046711,51.55042
490006856E,54730,First Avenue (E12), 0.050657,51.55188
490009570E,71059,Rabbits Road, 0.052808,51.55257
490012005E,52597,Seventh Avenue, 0.055655,51.55364
490009219E,74978,Little Ilford Lane, 0.060524,51.55509
490010328E,48572,North Circular Road Ilford, 0.063826,51.55601
490008467F,47445,Ilford Hill, 0.068915,51.55816
490003604S,91254,Pioneer Point, 0.070593,51.55699
490008466R,54398,Redbridge Central Library, 0.074353,51.55815
490007657T,74261,Hainault Street, 0.077317,51.55988
490007466E,52352,St Peter & St Paul Church, 0.082398,51.56089
490004559E,48725,Ilford County Court, 0.087483,51.56196
490011999E,49287,Aldborough Road South Seven Kings, 0.090824,51.56276
490010256E,57406,New Road Seven Kings, 0.095536,51.56359
490001246B,74195,Seven Kings, 0.098607,51.56447
490005133E,73389,Chester Road (IG3), 0.102520,51.56515
490014539E,57092,Roman Catholic Ch of St Cedd, 0.106468,51.56597
490003621C,57235,Barley Lane  Goodmayes Stn, 0.108944,51.56649
490007290E,55469,Goodmayes Retail Park, 0.116953,51.56805
490007578E2,73741,Grove Road Goodmayes, 0.120101,51.56870
490011541E,75956,Belfairs Drive, 0.124816,51.56955
490004952E,73799,Chadwell Heath Lane, 0.129167,51.57065
490009910K,47679,St Chad's Road, 0.134899,51.57164
490014546N,73798,Whalebone Lane, 0.141002,51.57222
490007654E,73782,Hainault Road Chadwell Heath, 0.146663,51.57292
490012662E,71910,St Edward's  C of E Academy, 0.154689,51.57387
490008599E,50018,Jutsums Lane, 0.160365,51.57458
490011663E,73578,Romford Stadium, 0.165406,51.57436
490011547E,77978,Richards Avenue, 0.170025,51.57437
490005628E,51139,Cotleigh Road, 0.174240,51.57500
490008876U,47812,Knightsbridge Gardens, 0.176387,51.57584
490009721A,75497,Mawney Road (RM1), 0.176922,51.57707
490010407C,47755,North Street Romford, 0.177528,51.57949
490011659E,48610,Romford Market, 0.182133,51.58070
490014448S,55182,Western Road, 0.185097,51.57750
490001243W,57608,Romford Station, 0.183037,51.57396
490005800A7,75558,Cromwell Road Bus Station,-0.299294,51.41243
490001173R,74896,Kingston,-0.302742,51.41252
490003909P2,57175,Wood Street,-0.305630,51.41141
490007741D,49657,Church Grove The King's Field,-0.312977,51.41065
490010777W,51052,Park House,-0.331691,51.40652
490007727B,56055,Hampton Court Gardens,-0.338258,51.40663
490007713E,73570,Hampton Court Green  Cardinal Wolsey,-0.342991,51.40577
490007734W,50168,Hampton Lodge,-0.345330,51.40709
490013570W,51416,St Alban's Riverside,-0.350761,51.40959
490007125W,53764,Garrick Villa,-0.357022,51.41184
490007724W,72523,Hampton  Thames Street,-0.362149,51.41283
490007735W,71090,Hampton & Richmond Borough F C,-0.365835,51.41470
490001132B,58658,Hampton,-0.371998,51.41568
490011238N,50708,Priory Road (TW12),-0.374034,51.41869
490008299N,48585,Holly Bush Lane,-0.375219,51.42137
490005665N,49239,Courtlands Avenue (TW12),-0.376144,51.42289
490010460N,55439,Nurserylands Shopping Centre,-0.376816,51.42542
490003064E1,72872,Acacia Road Hampton,-0.372037,51.42592
490011472W,59305,Hampton School,-0.373939,51.42828
490007113W,76924,Garden Close (TW12),-0.376340,51.42952
490007115N,55021,Garden Court,-0.378555,51.43117
490013228N,55227,Hampton Lane,-0.383858,51.43294
490013103W,74589,Swan Close,-0.386444,51.43304
490003717W,50583,New Close,-0.388657,51.43105
490013110N,75576,Green Lane (TW13),-0.391095,51.43129
490003718N,48740,Bear Road Flyover,-0.392152,51.43274
490010807N,71188,Park Road Hanworth,-0.391695,51.43592
490013970N1,75437,Uxbridge Road Hanworth,-0.389797,51.43996
490009221N,55861,Little Park Drive,-0.386974,51.44291
490011940E,53967,Pevensey Road (TW13),-0.385819,51.44423
490006485N,51404,Ellerman Avenue,-0.382576,51.44723
490007767N,NA,Godfrey Way,-0.379043,51.45070
490012168N,51942,Simpson Road,-0.375717,51.45399
490010173N,75807,Nelson Road (Hounslow),-0.372138,51.45750
490005798W,49143,Cromwell Road (TW3),-0.369781,51.45981
490008126EB,58076,Hibernia Road,-0.367469,51.46208
490003854E,72293,Bell Road (TW3),-0.364754,51.46473
490007573J,56126,Grove Road (TW3),-0.362936,51.46686
490013777O,51756,Treaty Centre,-0.362121,51.46752
490008399K,72863,Hounslow High Street,-0.358006,51.46945
490015241C,50818,Hounslow Bus Station,-0.355652,51.47045
490000117E,53125,Hounslow East,-0.356757,51.47294
490006028N,53231,Denbigh Road (TW3),-0.360249,51.47595
490007428N,58843,Great West Road Lampton Road,-0.364323,51.47839
490007427N,72965,Sutton Road,-0.364945,51.47954
490008272W,74327,Hogarth Gardens,-0.367846,51.48259
490012443N,77859,St. Leonards Church,-0.372366,51.48425
490010221W,73964,New Heston Road,-0.377555,51.48495
490005705S,56181,Cranford Lane,-0.380808,51.48421
490008114W,76829,Heston Health Centre,-0.382149,51.48333
490012229W,73023,Somerset Way,-0.387419,51.48379
490010365W,54828,Northfield Road,-0.392485,51.48430
490008115W,57883,Harlech Gardens,-0.398434,51.48508
490012243W,47634,Cranford Lane  Redwood Estate,-0.403843,51.48486
490005706N,50514,Quinton Close,-0.406151,51.48476
490013494S,56705,The Parkway,-0.408634,51.48335
490013235S,74245,The Avenue Cranford,-0.410414,51.48020
490005704W,58828,Waye Avenue,-0.414336,51.48047
490013596W,50505,Craneswater,-0.420798,51.48101
490010677W1,56004,Oxford Avenue,-0.425145,51.48067
490007811D,77452,Harlington Corner,-0.435618,51.48058
490004149W,76293,Mondial Way,-0.444591,51.48098
490012176W,47383,Nene Road,-0.447713,51.48106
490008016S,49186,Heathrow Central Bus Station,-0.452586,51.47154
4900801619,48839,Heathrow Central Bus Station,-0.453456,51.47137
490010245N,54728,Newport Road,-0.459575,51.48033
490012177E,75792,Sipson Way  Blunts Avenue,-0.455017,51.48141
490012176E,75954,Nene Road,-0.448237,51.48132
490004139E,59361,Boltons Lane,-0.444843,51.48117
490010251G,74804,New Road Harlington,-0.439190,51.48097
490007811C,53468,Harlington Corner,-0.433092,51.48074
490015397E,74770,Nobel Drive,-0.426523,51.48080
490010677W2,75679,Oxford Avenue,-0.422626,51.48106
490013596E,75096,Craneswater,-0.419737,51.48131
490005704E,71332,Waye Avenue,-0.412031,51.48009
490013235N,76571,The Avenue Cranford,-0.410531,51.48058
490013494N,47510,The Parkway,-0.409185,51.48325
490012243E,53192,Cranford Lane  Redwood Estate,-0.403940,51.48498
490008115E,57479,Harlech Gardens,-0.397318,51.48530
490010365E,76986,Northfield Road,-0.392827,51.48440
490012229E,71771,Somerset Way,-0.386797,51.48386
490008114E,47858,Heston Health Centre,-0.381971,51.48349
490010221E,75219,New Heston Road,-0.379862,51.48487
490012443S,55260,St. Leonards Church,-0.373005,51.48531
490008272E,48070,Hogarth Gardens,-0.368233,51.48304
490007427S,51304,Great West Road Lampton,-0.364861,51.48025
490012406S,57197,Kings Avenue,-0.360626,51.47669
490000117D,50600,Hounslow East,-0.357041,51.47346
490015241S,58715,Hounslow Bus Station,-0.355193,51.47119
490007766M,72274,Douglas Road (TW3),-0.360308,51.46827
490007573N,54624,Grove Road (TW3),-0.362482,51.46708
490008126E,55476,Hibernia Road,-0.366460,51.46293
490005798S,53216,Cromwell Road (TW3),-0.369458,51.45999
490010173S,73357,Nelson Road (Hounslow),-0.371621,51.45787
490012168S,56949,Simpson Road,-0.375925,51.45340
490007767S,52678,Godfrey Way,-0.379287,51.45030
490006485S,74404,Ellerman Avenue,-0.383089,51.44656
490011940S,75181,Pevensey Road (TW13),-0.385916,51.44394
490013970N2,74676,Uxbridge Road Hanworth,-0.388218,51.44150
490010807S,47431,Park Road Hanworth,-0.391230,51.43687
490003718S,52179,Bear Road Flyover,-0.392101,51.43418
490012703S,73899,St George's Road Hanworth,-0.391372,51.43200
490013110S,49438,Green Lane (TW13),-0.390142,51.43056
490013103E,72235,Swan Close,-0.386306,51.43329
490013228E,57247,Hampton Lane,-0.383314,51.43286
490007115S,55240,Garden Court,-0.378101,51.43098
490011472E,52314,Hampton School,-0.374073,51.42853
490010275S,71944,Nightingale Road (TW12),-0.371653,51.42743
490003064W,51513,Acacia Road Hampton,-0.372557,51.42588
490010460S,56144,Nurserylands Shopping Centre,-0.375424,51.42614
490005665S,53846,Courtlands Avenue (TW12),-0.375973,51.42283
490008299S,74272,Holly Bush Lane,-0.375319,51.42180
490011238S,48593,Priory Road (TW12),-0.373749,51.41822
490001132A,73781,Hampton,-0.371247,51.41580
490007735E,72113,Hampton & Richmond Borough F C,-0.366388,51.41494
490003224E,56327,Algar Court,-0.363594,51.41383
490007125E,75269,Garrick Villa,-0.359249,51.41269
490012423E,49773,St. Albans Lodge,-0.355280,51.41150
490013570E,59261,St Alban's Riverside,-0.350216,51.40956
490007734E,58197,Hampton Lodge,-0.346964,51.40802
490007713D,76116,Hampton Court Green  Cardinal Wolsey,-0.343379,51.40616
490007729C,76444,Hampton Court Palace,-0.341130,51.40634
490007727A,54225,Hampton Court Gardens,-0.337838,51.40671
490010777E,57925,Park House,-0.331312,51.40706
490010714E,47489,Paddock Gates,-0.325694,51.40736
490007741C,74072,Church Grove The King's Field,-0.311785,51.41139
490003909N,57542,Wood Street,-0.305826,51.41155
490005800A2,58452,Cromwell Road Bus Station,-0.298807,51.41237
490015196OG,51487,Holles Street,-0.144846,51.51586
490010689OJ,51889,Great Titchfield Street  Oxford Circus Station,-0.139031,51.51567
490000235V,77103,Tottenham Court Road Station,-0.131954,51.51638
490000235P,51963,Tottenham Court Road Station  New Oxford Street,-0.128321,51.51676
490010131WB,54468,Museum Street,-0.124338,51.51758
490004114X,77374,Bloomsbury Square,-0.122076,51.51859
490007834C,52881,Red Lion Square,-0.119117,51.52011
490007391E,57929,Grays Inn Road Theobalds Road,-0.114136,51.52135
490011679E,76465,Rosebery Avenue,-0.111720,51.52192
490001988X,92330,Farringdon Road,-0.107715,51.52219
490012745J,47889,St John Street,-0.103806,51.52261
490007327E,54475,Goswell Road,-0.099661,51.52315
490004936E,52745,Central Street  Old Street,-0.096741,51.52402
490003657E,56749,St Luke's Music Edu Centre,-0.093135,51.52511
490015194F,55867,Old Street,-0.088863,51.52557
490000169K,55459,Shoreditch Fire Station,-0.086115,51.52613
490005619Y,55939,Great Eastern Street,-0.081775,51.52685
490010585X,49885,Shoreditch Town Hall,-0.079637,51.52729
490005512R,55774,Hackney Road  Columbia Road,-0.076512,51.52788
490005737N,76566,Hoxton Station,-0.074475,51.53003
490011325E,50890,Queensbridge Road,-0.070366,51.53106
490011306E,58580,Warner Place,-0.064378,51.53150
490011243E,48630,Pritchard's Road Bethnal Green,-0.060822,51.53207
490001044O,48807,Cambridge Heath Station,-0.058035,51.53250
490003314R,54672,Mare Street  Victoria Park Rd,-0.057335,51.53507
490012442N,52361,King Edward's Road,-0.057218,51.53849
490014373LC,56692,Mare Street  Well Street,-0.055529,51.54057
490012462N,73959,St Thomas's Square,-0.055307,51.54172
490007626A,58141,Hackney Town Hall,-0.055452,51.54506
490001127J,77588,Hackney Central Station,-0.056789,51.54788
490001128L,74507,Amhurst Road  Hackney Downs,-0.058415,51.54865
490010151R,77678,Mare Street  Narrow Way,-0.055433,51.54958
490007619U,71791,Hackney Baths,-0.052504,51.55096
490007220Z,74543,Glenarm Road,-0.052179,51.55181
490009195N,52122,Clapton Girls' Tech College,-0.053463,51.55349
490005340H,71253,Clapton Pond,-0.055048,51.55556
490009035L,52587,Lea Bridge Roundabout,-0.055972,51.55723
490005337S,52888,Lea Bridge Road  Upper Clapton Road,-0.053883,51.55885
490014310E2,74412,Wattisfield Road,-0.050946,51.56007
490005048E,57278,Chatsworth Road Lea Bridge Rd,-0.048099,51.56118
490009072E,73684,Lee Valley Ice Centre,-0.044218,51.56287
490009073E,74596,Lee Valley Riding Centre,-0.040162,51.56460
490010956E,77123,Perth Road (E10),-0.032406,51.56779
490009131E,77974,Emmanuel Parish Church,-0.029534,51.56880
490009668E,52021,Markhouse Road,-0.026190,51.57005
490011612E,77903,Rochdale Road,-0.021178,51.57182
490012123E,48549,Shortlands Road,-0.016354,51.57322
490009130N,54881,High Road Leyton  Bakers Arms,-0.013788,51.57481
490015099B,55884,Hoe Street  Bakers Arms,-0.014306,51.57586
490007576N,76630,Grove Road Walthamstow,-0.017248,51.57822
490011349N,76250,Queen's Road,-0.018501,51.58061
490014164N,49562,Walthamstow Bus Station,-0.020188,51.58363
490014164A,47893,Walthamstow Bus Station,-0.020572,51.58344
490007547S,55024,Grosvenor Park Road,-0.018056,51.57956
490007576S,59458,Grove Road Walthamstow,-0.016367,51.57758
490015099A,50321,Bakers Avenue,-0.014796,51.57620
490009130L,71336,High Road Leyton  Bakers Arms,-0.014542,51.57407
490012123W,59327,Shortlands Road,-0.016288,51.57308
490009583W,54078,Manor Road (E10),-0.019824,51.57209
490009668W,72578,Markhouse Road,-0.024099,51.57067
490009131W,76079,Emmanuel Parish Church,-0.028970,51.56883
490010956W,49955,Perth Road (E10),-0.032471,51.56762
490011583W,50021,Lea Bridge Station,-0.034776,51.56670
490009073W,48975,Lee Valley Riding Centre,-0.041138,51.56403
490009072W,55887,Lee Valley Ice Centre,-0.043724,51.56295
490005048W,51968,Chatsworth Road Lea Bridge Rd,-0.048266,51.56100
490014310E1,77661,Wattisfield Road,-0.050707,51.55991
490005337T,71685,Lea Bridge Roundabout,-0.054339,51.55866
490009035E,54763,Clapton Pond,-0.055687,51.55680
490009896G,56028,Millfields Road Lower Clapton,-0.054510,51.55497
490009195S1,77184,Clapton Girls' Tech College,-0.052841,51.55285
490007619V,72721,Hackney Baths,-0.052420,51.55054
490005341S,74310,Clapton Square,-0.053806,51.54984
490010154Y,91619,Pembury Circus,-0.058582,51.54948
4900001127H,91362,Hackney Central Station,-0.056641,51.54796
490007626B,52375,Hackney Town Hall,-0.055198,51.54528
490012462S,53018,St Thomas's Square,-0.055188,51.54247
490014373LA,72935,Mare Street  Well Street,-0.056077,51.53955
490008739S,74170,King Edward's Road,-0.056847,51.53737
490007624S,73766,Mare Street  Victoria Park Rd,-0.057139,51.53493
490001044N,75227,Cambridge Heath Station,-0.058097,51.53240
490011243W,76309,Pritchard's Road Bethnal Green,-0.062005,51.53171
490011306W,54250,Warner Place,-0.064992,51.53131
490011325W,75670,Queensbridge Road,-0.070703,51.53093
490010230W,56780,Hoxton Station,-0.075016,51.52916
490003487S,58294,Shoreditch Church,-0.076788,51.52749
490016408W,77036,Shoreditch Town Hall,-0.078892,51.52718
490005619YA,74953,Great Eastern Street,-0.083273,51.52653
490000169L,71142,Old Street,-0.086080,51.52593
490015194G,76087,Bunhill Row,-0.089491,51.52538
490012769W,51952,St Luke's Music Edu Centre,-0.093540,51.52474
490019702BX,77994,Aldersgate Street  Goswell Rd,-0.097507,51.52364
490012745W,51691,Clerkenwell Rd St John Street,-0.101139,51.52261
490005391K,52323,Clerkenwell Green,-0.105608,51.52226
490007901D,56700,Hatton Garden,-0.108906,51.52197
490011679W,52291,Rosebery Avenue,-0.111536,51.52182
490007391W,74729,Grays Inn Road Theobalds Road,-0.114049,51.52135
490007834F,54298,Red Lion Square,-0.118964,51.51998
490018901W,55553,Bloomsbury Square,-0.121699,51.51866
490010131W,75668,Museum Street,-0.124604,51.51741
490000235X,47551,Tottenham Court Road Station,-0.128122,51.51669
490000235YB,55563,Oxford Street  Soho Street,-0.134070,51.51610
490014214HE,54935,Wardour Street,-0.135417,51.51592
490010689KB,54427,Great Titchfield Street  Oxford Circus Station,-0.139918,51.51547
9400ZZLUEBY3,NA,Ealing Broadway Underground Station,-0.301234,51.51520
9400ZZLUACT2,NA,Acton Town Underground Station,-0.280009,51.50284
9400ZZLUCWP1,NA,Chiswick Park Underground Station,-0.267970,51.49468
9400ZZLUTNG3,NA,Turnham Green Underground Station,-0.254464,51.49526
9400ZZLUSFB1,NA,Stamford Brook Underground Station,-0.245931,51.49500
9400ZZLUHSD2,NA,Hammersmith (Dist&Picc Line) Underground Station,-0.224018,51.49245
9400ZZLUBSC1,NA,Barons Court Underground Station,-0.214200,51.49042
9400ZZLUWKN1,NA,West Kensington Underground Station,-0.206190,51.49083
9400ZZLUECT1,NA,Earl's Court Underground Station,-0.193836,51.49177
9400ZZLUGTR2,NA,Gloucester Road Underground Station,-0.183105,51.49430
9400ZZLUSKS1,NA,South Kensington Underground Station,-0.173057,51.49410
9400ZZLUSSQ1,NA,Sloane Square Underground Station,-0.156144,51.49234
9400ZZLUVIC1,NA,Victoria Underground Station,-0.144899,51.49645
9400ZZLUSJP1,NA,St. James's Park Underground Station,-0.134421,51.49938
9400ZZLUWSM1,NA,Westminster Underground Station,-0.124877,51.50128
9400ZZLUEMB3,NA,Embankment Underground Station,-0.122291,51.50706
9400ZZLUTMP1,NA,Temple Underground Station,-0.114756,51.51086
9400ZZLUBKF2,NA,Blackfriars Underground Station,-0.103239,51.51162
9400ZZLUMSH1,NA,Mansion House Underground Station,-0.094776,51.51171
9400ZZLUCST1,NA,Cannon Street Underground Station,-0.090423,51.51137
9400ZZLUMMT1,NA,Monument Underground Station,-0.086169,51.51075
9400ZZLUTWH1,NA,Tower Hill Underground Station,-0.076991,51.50966
9400ZZLUADE1,NA,Aldgate East Underground Station,-0.071358,51.51543
9400ZZLUWPL1,NA,Whitechapel Underground Station,-0.060884,51.51940
9400ZZLUSGN1,NA,Stepney Green Underground Station,-0.046917,51.52175
9400ZZLUMED4,NA,Mile End Underground Station,-0.033268,51.52540
9400ZZLUBWR1,NA,Bow Road Underground Station,-0.025041,51.52696
9400ZZLUBBB1,NA,Bromley-by-Bow Underground Station,-0.012024,51.52461
9400ZZLUWHM1,NA,West Ham Underground Station, 0.005593,51.52856
9400ZZLUPLW1,NA,Plaistow Underground Station, 0.016767,51.53118
9400ZZLUUPK1,NA,Upton Park Underground Station, 0.034274,51.53516
9400ZZLUEHM1,NA,East Ham Underground Station, 0.052169,51.53934
9400ZZLUBKG1,NA,Barking Underground Station, 0.080809,51.53966
9400ZZLUUPY1,NA,Upney Underground Station, 0.100045,51.53837
9400ZZLUBEC1,NA,Becontree Underground Station, 0.127003,51.54037
9400ZZLUDGY2,NA,Dagenham Heathway Underground Station, 0.146555,51.54151
9400ZZLUDGE1,NA,Dagenham East Underground Station, 0.165384,51.54413
9400ZZLUEPK1,NA,Elm Park Underground Station, 0.197580,51.54963
9400ZZLUHCH1,NA,Hornchurch Underground Station, 0.218249,51.55406
9400ZZLUUPB1,NA,Upminster Bridge Underground Station, 0.234857,51.55825
9400ZZLUUPM1,NA,Upminster Underground Station, 0.251270,51.55933
9400ZZLURMD1,NA,Richmond Underground Station,-0.301249,51.46325
9400ZZLUKWG1,NA,Kew Gardens Underground Station,-0.285159,51.47694
9400ZZLUGBY1,NA,Gunnersbury Underground Station,-0.275521,51.49155
9400ZZLUWIM1,NA,Wimbledon Underground Station,-0.206625,51.42134
9400ZZLUWIP1,NA,Wimbledon Park Underground Station,-0.199311,51.43432
9400ZZLUSFS1,NA,Southfields Underground Station,-0.206805,51.44540
9400ZZLUEPY1,NA,East Putney Underground Station,-0.211249,51.45873
9400ZZLUPYB1,NA,Putney Bridge Underground Station,-0.208816,51.46830
